model,query_type,request_idx,tool_idx,function_name,parameters,purpose,tool_count,acknowledges_noise,from_cache
router,clean,3,0,search_restaurants,"- cuisine_type: ""Italian""
     - location: ""Austin, Texas""
     - features: [""outdoor seating""]
     - rating_minimum: 4.0
   -",Search for highly-rated Italian restaurants in Austin that have outdoor seating options,3,False,False
router,clean,3,1,get_restaurant_availability,"- restaurant_ids: [results from search_restaurants]
     - date: ""today""
     - time: ""19:30""
     - party_size: 6
   -",Check which of the found restaurants have availability for the requested party size and time,3,False,False
router,clean,3,2,make_restaurant_reservation,"- restaurant_id: [selected restaurant id]
     - date: ""today""
     - time: ""19:30""
     - party_size: 6
     - seating_preference: ""outdoor""
   -",Actually make the reservation at the chosen restaurant with the specified parameters,3,False,False
router,clean,6,0,search_restaurants,"- cuisine_type: ""Italian""
  - location: ""Austin, Texas""
  - filters: [""outdoor seating""]
  - sort_by: ""rating""
-",Search for highly-rated Italian restaurants in Austin that have outdoor seating options,4,False,False
router,clean,6,1,get_restaurant_details,"- restaurant_id: [ID from first search]
  - fields: [""hours"", ""menu"", ""reviews"", ""photos"", ""seating_options""]
-",Get detailed information about specific restaurants to verify outdoor seating availability and operating hours,4,False,False
router,clean,6,2,check_reservation_availability,"- restaurant_id: [ID from first search]
  - date: [today's date]
  - time: ""19:30""
  - party_size: 6
-",Check if the selected restaurant has availability for the requested party size and time,4,False,False
router,clean,6,3,make_reservation,"- restaurant_id: [ID from first search]
  - date: [today's date]
  - time: ""19:30""
  - party_size: 6
  - seating_preference: ""outdoor""
-",Actually book the reservation once availability is confirmed,4,False,False
router,clean,1,0,search_restaurants,"- cuisine_type: ""Italian""
     - location: ""Austin, Texas""
     - filters: [""outdoor seating""]
     - sort_by: ""rating""
   -",Search for highly-rated Italian restaurants in Austin that have outdoor seating options,4,False,False
router,clean,1,1,get_restaurant_availability,"- restaurant_id: [id from previous search]
     - date: [today's date]
     - party_size: 6
     - preferred_time: ""19:30""
   -",Check which of the found restaurants have availability for the requested party size and time,4,False,False
router,clean,1,2,make_restaurant_reservation,"- restaurant_id: [id from available options]
     - date: [today's date]
     - time: ""19:30""
     - party_size: 6
     - seating_preference: ""outdoor""
   -",Actually book the reservation at the chosen restaurant,4,False,False
router,clean,1,3,get_reservation_confirmation,"- reservation_id: [id from reservation creation]
   -",Retrieve the confirmation details and any special instructions for the reservation,4,False,False
router,clean,4,0,search_restaurants,"- cuisine_type: ""Italian""
  - location: ""Austin, Texas""
  - features: [""outdoor seating""]
  - rating_minimum: 4.0
-",Search for highly-rated Italian restaurants in Austin that have outdoor seating options,4,False,False
router,clean,4,1,get_restaurant_details,"- restaurant_id: [ID from first search]
  - fields: [""hours"", ""availability"", ""menu"", ""pricing"", ""reviews"", ""photos""]
-",Retrieve detailed information about specific restaurants from the initial search to verify they meet all criteria,4,False,False
router,clean,4,2,check_reservation_availability,"- restaurant_id: [ID from selected restaurant]
  - date: [today's date]
  - time: ""19:30""
  - party_size: 6
-",Check if the selected restaurant has availability for the requested party size and time,4,False,False
router,clean,4,3,make_reservation,"- restaurant_id: [ID from selected restaurant]
  - date: [today's date]
  - time: ""19:30""
  - party_size: 6
  - customer_details: [user's contact information]
-",Actually book the reservation once availability is confirmed,4,False,False
router,clean,0,0,search_restaurants,"- cuisine_type: ""Italian""
     - location: ""Austin, Texas""
     - features: [""outdoor seating""]
     - rating_minimum: 4.0
   -",Find highly-rated Italian restaurants in Austin that have outdoor seating options,4,False,False
router,clean,0,1,get_restaurant_availability,"- party_size: 6
     - date: [today's date]
     - time: ""19:30""
     - restaurant_ids: [list returned from search_restaurants]
   -",Check which of the found restaurants have availability for the requested party size and time,4,False,False
router,clean,0,2,get_restaurant_details,"- restaurant_id: [id from filtered available restaurants]
   -","Retrieve detailed information about available restaurants including menu, photos, exact address, and reviews",4,False,False
router,clean,0,3,make_restaurant_reservation,"- restaurant_id: [selected restaurant id]
     - party_size: 6
     - date: [today's date]
     - time: ""19:30""
     - customer_name: [user's name]
     - contact_info: [user's phone/email]
   -",Actually book the reservation at the chosen restaurant,4,False,False
router,clean,9,0,search_restaurants,"- cuisine_type: ""Italian""
     - location: ""Austin, Texas""
     - filters: [""outdoor seating""]
   -","Search for Italian restaurants in Austin that have outdoor seating and return a list of options with ratings, reviews, and basic details",4,False,False
router,clean,9,1,get_restaurant_availability,"- restaurant_ids: [results from search_restaurants]
     - date: ""today""
     - time: ""19:30""
     - party_size: 6
   -","Check which of the found restaurants have availability for the requested party size, date, and time",4,False,False
router,clean,9,2,make_restaurant_reservation,"- restaurant_id: [selected restaurant_id]
     - date: ""today""
     - time: ""19:30""
     - party_size: 6
     - seating_preference: ""outdoor""
   -",Actually make the reservation at the chosen restaurant with the specified parameters,4,False,False
router,clean,9,3,get_reservation_confirmation,"- reservation_id: [id from make_restaurant_reservation]
   -",Retrieve the confirmation details and any special instructions for the reservation,4,False,False
router,clean,10,0,search_restaurants,"- cuisine_type: ""Italian""
     - location: ""Austin, Texas""
     - filters: [""outdoor seating""]
   -",Search for Italian restaurants in Austin that have outdoor seating options,4,False,False
router,clean,10,1,get_restaurant_details,"- restaurant_id: [id from search results]
     - details_requested: [""ratings"", ""reviews"", ""hours"", ""pricing"", ""photos""]
   -",Get detailed information about specific restaurants to help make an informed choice,4,False,False
router,clean,10,2,check_restaurant_availability,"- restaurant_id: [id of selected restaurant]
     - date: [today's date]
     - time: ""7:30 PM""
     - party_size: 6
   -",Check if the selected restaurant has availability for the requested party size and time,4,False,False
router,clean,10,3,make_restaurant_reservation,"- restaurant_id: [id of selected restaurant]
     - date: [today's date]
     - time: ""7:30 PM""
     - party_size: 6
     - seating_preference: ""outdoor""
   -",Make the actual reservation once a suitable restaurant is selected and availability is confirmed,4,False,False
router,clean,11,0,search_restaurants,"- cuisine_type: ""Italian""
  - location: ""Austin, Texas""
  - filters: [""outdoor seating""]
  - sort_by: ""rating""
-",Search for highly-rated Italian restaurants in Austin that have outdoor seating options,4,False,False
router,clean,11,1,get_restaurant_details,"- restaurant_id: [ID from first search]
  - details_required: [""hours"", ""availability"", ""menu"", ""reviews"", ""photos""]
-",Fetch detailed information about specific restaurants to validate opening hours and provide more context to the user,4,False,False
router,clean,11,2,check_reservation_availability,"- restaurant_id: [ID from first search]
  - date: [today's date]
  - time: ""19:30""
  - party_size: 6
-",Check if the selected restaurant has availability for the requested party size and time,4,False,False
router,clean,11,3,make_restaurant_reservation,"- restaurant_id: [ID from first search]
  - date: [today's date]
  - time: ""19:30""
  - party_size: 6
  - seating_preference: ""outdoor""
  - customer_details: [user's contact information]
-",Actually book the reservation once a restaurant is selected and availability is confirmed,4,False,False
router,clean,8,0,search_restaurants,"- cuisine_type: ""Italian""
     - location: ""Austin, Texas""
     - filters: [""outdoor seating""]
   -","Search for Italian restaurants in Austin that have outdoor seating options, returning a list of matching venues with ratings and basic info",4,False,False
router,clean,8,1,get_restaurant_details,"- restaurant_id: [ID from first search]
     - fields: [""hours"", ""pricing"", ""reviews"", ""seating_capacity"", ""reservation_policy""]
   -",Get detailed information about specific restaurants to verify they can accommodate the party size and are open at the requested time,4,False,False
router,clean,8,2,check_reservation_availability,"- restaurant_id: [ID from selected restaurant]
     - party_size: 6
     - date: [today's date]
     - time: ""19:30""
   -",Check if the selected restaurant has availability for the specified party size and time,4,False,False
router,clean,8,3,make_restaurant_reservation,"- restaurant_id: [ID from selected restaurant]
     - party_size: 6
     - date: [today's date]
     - time: ""19:30""
     - seating_preference: ""outdoor""
   -",Actually book the reservation once a suitable restaurant is selected and availability is confirmed,4,False,False
router,clean,13,0,search_restaurants,"- cuisine_type: ""Italian""
     - location: ""Austin, Texas""
     - features: [""outdoor seating""]
     - rating_minimum: 4.0
   -",Search for highly-rated Italian restaurants in Austin that have outdoor seating options,4,False,False
router,clean,13,1,get_restaurant_availability,"- date: [today's date]
     - time: ""19:30""
     - party_size: 6
     - restaurant_ids: [list from search_restaurants results]
   -",Check which of the found restaurants have availability for the requested party size and time,4,False,False
router,clean,13,2,make_restaurant_reservation,"- restaurant_id: [selected restaurant ID]
     - date: [today's date]
     - time: ""19:30""
     - party_size: 6
     - special_requests: ""outdoor seating preferred""
   -",Actually book the reservation at the chosen restaurant,4,False,False
router,clean,13,3,get_restaurant_details,"- restaurant_id: [selected restaurant ID]
   -","Retrieve detailed information about the restaurant (address, phone, menu link, parking info) to provide to the user after booking",4,False,False
router,clean,14,0,search_restaurants,"- cuisine_type: ""Italian""
  - location: ""Austin, Texas""
  - features: [""outdoor seating""]
  - rating_minimum: 4.0
-",Search for highly-rated Italian restaurants in Austin that have outdoor seating options,3,False,False
router,clean,14,1,get_restaurant_availability,"- restaurant_ids: [results from search_restaurants]
  - date: ""today""
  - time: ""19:30""
  - party_size: 6
-",Check which of the found restaurants have availability for the requested party size and time,3,False,False
router,clean,14,2,make_restaurant_reservation,"- restaurant_id: [selected restaurant from available options]
  - date: ""today""
  - time: ""19:30""
  - party_size: 6
  - seating_preference: ""outdoor""
-",Actually make the reservation at the chosen restaurant with the specified parameters,3,False,False
router,clean,15,0,search_restaurants,"- cuisine_type: ""Italian""
     - location: ""Austin, Texas""
     - features: [""outdoor seating""]
     - rating_minimum: 4.0
   -",Search for highly-rated Italian restaurants in Austin that have outdoor seating options,3,False,False
router,clean,15,1,get_restaurant_availability,"- restaurant_ids: [results from search_restaurants]
     - date: ""today""
     - time: ""19:30""
     - party_size: 6
   -",Check which of the found restaurants have availability for the requested party size and time,3,False,False
router,clean,15,2,make_restaurant_reservation,"- restaurant_id: [selected restaurant from available options]
     - date: ""today""
     - time: ""19:30""
     - party_size: 6
     - seating_preference: ""outdoor""
   -",Actually make the reservation at the chosen restaurant with the specified parameters,3,False,False
router,clean,12,0,search_restaurants,"- cuisine_type: ""Italian""
     - location: ""Austin, Texas""
     - features: [""outdoor seating""]
     - rating_minimum: 4.0
   -",Find highly-rated Italian restaurants in Austin that have outdoor seating options,4,False,False
router,clean,12,1,get_restaurant_availability,"- restaurant_ids: [results from search_restaurants]
     - date: ""today""
     - time: ""19:30""
     - party_size: 6
   -",Check which of the found restaurants have availability for the requested party size and time,4,False,False
router,clean,12,2,make_restaurant_reservation,"- restaurant_id: [selected restaurant from available options]
     - date: ""today""
     - time: ""19:30""
     - party_size: 6
     - seating_preference: ""outdoor""
   -",Actually book the reservation at the chosen restaurant with the specified parameters,4,False,False
router,clean,12,3,get_reservation_confirmation,"- reservation_id: [ID from make_restaurant_reservation]
   -","Retrieve the confirmation details to provide to the user, including reservation number, address, and any special instructions",4,False,False
router,clean,16,0,search_restaurants,"- cuisine_type: ""Italian""
  - location: ""Austin, Texas""
  - filters: [""outdoor seating""]
  - sort_by: ""rating""
-",Search for highly-rated Italian restaurants in Austin that have outdoor seating options,3,False,False
router,clean,16,1,check_restaurant_availability,"- restaurant_id: [ID from first search]
  - date: [today's date]
  - time: ""19:30""
  - party_size: 6
-",Check if selected restaurants have availability for the requested party size and time,3,False,False
router,clean,16,2,make_restaurant_reservation,"- restaurant_id: [ID from first search]
  - date: [today's date]
  - time: ""19:30""
  - party_size: 6
  - seating_preference: ""outdoor""
  - customer_details: [would need to be provided by user]
-",Actually make the reservation at the chosen restaurant with the specified parameters,3,False,False
router,clean,18,0,search_restaurants,"- cuisine_type: ""Italian""
  - location: ""Austin, Texas""
  - seating_preference: ""outdoor""
  - rating_minimum: 4.0
-",Find highly-rated Italian restaurants in Austin that offer outdoor seating,4,False,False
router,clean,18,1,check_restaurant_availability,"- restaurant_id: [ID from search results]
  - date: [today's date]
  - time: ""19:30""
  - party_size: 6
-",Check if selected restaurants have availability for the requested party size and time,4,False,False
router,clean,18,2,make_restaurant_reservation,"- restaurant_id: [ID from available options]
  - date: [today's date]
  - time: ""19:30""
  - party_size: 6
  - seating_preference: ""outdoor""
-",Actually book the reservation at the chosen restaurant,4,False,False
router,clean,18,3,get_restaurant_details,"- restaurant_id: [ID of booked restaurant]
-","Retrieve full details about the restaurant (address, parking info, dress code, etc.) to provide to the user",4,False,False
router,clean,20,0,search_restaurants,"- cuisine_type: ""Italian""
     - location: ""Austin, Texas""
     - filters: [""outdoor seating""]
     - sort_by: ""rating""
   -",Find highly-rated Italian restaurants in Austin that have outdoor seating options,4,False,False
router,clean,20,1,get_restaurant_details,"- restaurant_id: [id from first search]
     - fields: [""hours"", ""availability"", ""menu"", ""pricing"", ""photos"", ""reviews""]
   -",Retrieve detailed information about specific restaurants to verify they meet all criteria,4,False,False
router,clean,20,2,check_reservation_availability,"- restaurant_id: [id from first search]
     - date: [today's date]
     - time: ""19:30""
     - party_size: 6
   -",Check if the selected restaurant has availability for the requested party size and time,4,False,False
router,clean,20,3,make_restaurant_reservation,"- restaurant_id: [id from first search]
     - date: [today's date]
     - time: ""19:30""
     - party_size: 6
     - seating_preference: ""outdoor""
   -",Actually book the reservation once a suitable restaurant is found and availability is confirmed,4,False,False
router,clean,17,0,search_restaurants,"- cuisine_type: ""Italian""
     - location: ""Austin, Texas""
     - filters: [""outdoor seating""]
     - sort_by: ""rating""
   -",Search for highly-rated Italian restaurants in Austin that have outdoor seating options,4,False,False
router,clean,17,1,get_restaurant_details,"- restaurant_id: [ID from first search]
     - details_requested: [""hours"", ""availability"", ""menu"", ""photos"", ""reviews""]
   -",Get detailed information about specific restaurants to validate options and check if they accept reservations,4,False,False
router,clean,17,2,check_reservation_availability,"- restaurant_id: [ID from first search]
     - date: [today's date]
     - time: ""7:30 PM""
     - party_size: 6
   -",Check if the selected restaurant has availability for the requested party size and time,4,False,False
router,clean,17,3,make_restaurant_reservation,"- restaurant_id: [ID from first search]
     - date: [today's date]
     - time: ""7:30 PM""
     - party_size: 6
     - special_requests: ""outdoor seating""
   -",Actually book the reservation once availability is confirmed,4,False,False
router,clean,19,0,search_restaurants,"- cuisine_type: ""Italian""
  - location: ""Austin, Texas""
  - filters: [""outdoor seating""]
  - sort_by: ""rating""
-",Search for highly-rated Italian restaurants in Austin that have outdoor seating options,4,False,False
router,clean,19,1,get_restaurant_details,"- restaurant_id: [ID from first search]
  - details_needed: [""hours"", ""capacity"", ""current_rating"", ""reviews"", ""photos""]
-",Get detailed information about specific restaurants to ensure they can accommodate the group and verify quality,4,False,False
router,clean,19,2,check_reservation_availability,"- restaurant_id: [ID from first search]
  - party_size: 6
  - date: [today's date]
  - time: ""19:30""
-",Check if the selected restaurant has availability for the specified party size and time,4,False,False
router,clean,19,3,make_restaurant_reservation,"- restaurant_id: [ID from first search]
  - party_size: 6
  - date: [today's date]
  - time: ""19:30""
  - seating_preference: ""outdoor""
  - customer_info: [user's contact details]
-",Make the actual reservation once a suitable restaurant is found and availability is confirmed,4,False,False
router,clean,22,0,search_restaurants,"- cuisine_type: ""Italian""
     - location: ""Austin, Texas""
     - filters: [""outdoor seating""]
   -",Search for Italian restaurants in Austin that have outdoor seating options,4,False,False
router,clean,22,1,get_restaurant_details,"- restaurant_id: [ID from first search]
     - fields: [""ratings"", ""reviews"", ""photos"", ""hours"", ""price_range""]
   -",Get detailed information about specific restaurants to help make an informed choice,4,False,False
router,clean,22,2,check_availability,"- restaurant_id: [ID of chosen restaurant]
     - date: [today's date]
     - time: ""19:30""
     - party_size: 6
   -",Check if the restaurant has availability for the requested party size and time,4,False,False
router,clean,22,3,make_reservation,"- restaurant_id: [ID of chosen restaurant]
     - date: [today's date]
     - time: ""19:30""
     - party_size: 6
     - customer_name: [user's name]
     - phone_number: [user's phone]
     - email: [user's email]
   -",Actually book the reservation once availability is confirmed,4,False,False
router,clean,21,0,search_restaurants,"- cuisine_type: ""Italian""
     - location: ""Austin, Texas""
     - seating_preference: ""outdoor""
     - rating_minimum: 4.0
   -",Search for highly-rated Italian restaurants in Austin that have outdoor seating options,4,False,False
router,clean,21,1,get_restaurant_availability,"- date: ""today""
     - time: ""19:30""
     - party_size: 6
     - restaurant_ids: [results from search_restaurants]
   -",Check which of the found restaurants have availability for the requested party size and time,4,False,False
router,clean,21,2,make_restaurant_reservation,"- restaurant_id: [selected restaurant ID]
     - date: ""today""
     - time: ""19:30""
     - party_size: 6
     - seating_preference: ""outdoor""
   -",Actually make the reservation at the chosen restaurant with the specified parameters,4,False,False
router,clean,21,3,get_reservation_confirmation,"- reservation_id: [ID from make_restaurant_reservation]
   -",Retrieve the confirmation details and any special instructions for the reservation,4,False,False
router,clean,23,0,search_restaurants,"- cuisine_type: ""Italian""
  - location: ""Austin, Texas""
  - filters: [""outdoor seating""]
-",Search for Italian restaurants in Austin that have outdoor seating options and return a list of matches with basic info,4,False,False
router,clean,23,1,get_restaurant_details,"- restaurant_id: [ID from first search]
  - details_needed: [""ratings"", ""reviews"", ""photos"", ""price_range"", ""current_wait_times""]
-",Get detailed information about specific restaurants to help make an informed choice,4,False,False
router,clean,23,2,check_availability,"- restaurant_id: [ID of chosen restaurant]
  - date: [today's date]
  - time: ""19:30""
  - party_size: 6
-",Check if the selected restaurant has availability for the requested party size and time,4,False,False
router,clean,23,3,make_reservation,"- restaurant_id: [ID of chosen restaurant]
  - date: [today's date]
  - time: ""19:30""
  - party_size: 6
  - seating_preference: ""outdoor""
  - customer_details: [user's contact information]
-",Actually book the reservation once a restaurant is selected and availability is confirmed,4,False,False
router,clean,24,0,search_restaurants,"- cuisine_type: ""Italian""
     - location: ""Austin, Texas""
     - filters: [""outdoor seating""]
   -","Search for Italian restaurants in Austin that have outdoor seating, returning a list of matching venues with ratings, prices, and basic details",4,False,False
router,clean,24,1,get_restaurant_details,"- restaurant_id: [ID from first search]
   -","Fetch detailed information about specific restaurants including current reviews, full menu, photos, and exact availability for reservations",4,False,False
router,clean,24,2,check_reservation_availability,"- restaurant_id: [ID from first search]
     - party_size: 6
     - date: [today's date]
     - time: ""19:30""
   -","Check if the selected restaurant has availability for the requested party size, date and time",4,False,False
router,clean,24,3,make_restaurant_reservation,"- restaurant_id: [ID from first search]
     - party_size: 6
     - date: [today's date]
     - time: ""19:30""
     - special_requests: ""outdoor seating""
   -",Actually book the reservation at the chosen restaurant with the specified parameters,4,False,False
router,clean,26,0,search_restaurants,"- cuisine_type: ""Italian""
     - location: ""Austin, Texas""
     - filters: [""outdoor seating""]
     - sort_by: ""rating""
   -",To find highly-rated Italian restaurants in Austin that have outdoor seating options,4,False,False
router,clean,26,1,get_restaurant_details,"- restaurant_id: [ID returned from search]
     - fields: [""hours"", ""availability"", ""seating_options"", ""price_range"", ""menu"", ""reviews""]
   -",To get detailed information about specific restaurants including operating hours and outdoor seating confirmation,4,False,False
router,clean,26,2,check_reservation_availability,"- restaurant_id: [ID returned from search]
     - date: [today's date]
     - time: ""19:30""
     - party_size: 6
   -",To check if the selected restaurant has availability for the requested party size and time,4,False,False
router,clean,26,3,make_reservation,"- restaurant_id: [ID returned from search]
     - date: [today's date]
     - time: ""19:30""
     - party_size: 6
     - seating_preference: ""outdoor""
   -",To actually book the reservation once a suitable restaurant is found and availability is confirmed,4,False,False
router,clean,27,0,search_restaurants,"- cuisine_type: ""Italian""
  - location: ""Austin, Texas""
  - features: [""outdoor seating""]
  - rating_minimum: 4.0
-",Search for highly-rated Italian restaurants in Austin that have outdoor seating options,4,False,False
router,clean,27,1,get_restaurant_details,"- restaurant_id: [ID from first search]
  - include_reviews: true
  - include_photos: true
  - include_menu: true
-","Get detailed information about specific restaurants including menus, photos, and recent reviews",4,False,False
router,clean,27,2,check_restaurant_availability,"- restaurant_id: [ID from first search]
  - date: [today's date]
  - time: ""19:30""
  - party_size: 6
-",Check if the selected restaurant has availability for the requested party size and time,4,False,False
router,clean,27,3,make_restaurant_reservation,"- restaurant_id: [ID from first search]
  - date: [today's date]
  - time: ""19:30""
  - party_size: 6
  - seating_preference: ""outdoor""
-",Actually make the reservation once a suitable restaurant is found and confirmed available,4,False,False
router,clean,29,0,search_restaurants,"- cuisine_type: ""Italian""
     - location: ""Austin, Texas""
     - filters: [""outdoor seating""]
   -",Search for Italian restaurants in Austin that have outdoor seating options,4,False,False
router,clean,29,1,get_restaurant_details,"- restaurant_id: [id from search results]
     - fields: [""ratings"", ""reviews"", ""photos"", ""hours"", ""price_range""]
   -",Fetch detailed information about specific restaurants to help make an informed choice,4,False,False
router,clean,29,2,check_restaurant_availability,"- restaurant_id: [id of chosen restaurant]
     - date: [today's date]
     - time: ""19:30""
     - party_size: 6
   -",Check if the selected restaurant has availability for the requested party size and time,4,False,False
router,clean,29,3,make_restaurant_reservation,"- restaurant_id: [id of chosen restaurant]
     - date: [today's date]
     - time: ""19:30""
     - party_size: 6
     - seating_preference: ""outdoor""
   -",Actually make the reservation once availability is confirmed,4,False,False
router,clean,25,0,search_restaurants,"- cuisine_type: ""Italian""
  - location: ""Austin, Texas""
  - seating_preference: ""outdoor""
  - rating_minimum: 4.0
  - price_range: null  # Optional parameter left open since no budget specified
-",To find and return a list of Italian restaurants in Austin that have outdoor seating and good ratings,3,False,False
router,clean,25,1,check_restaurant_availability,"- restaurant_id: [ID from first search]
  - date: [today's date]
  - time: ""19:30""
  - party_size: 6
-",To verify which of the found restaurants have availability for the specified party size and time,3,False,False
router,clean,25,2,make_restaurant_reservation,"- restaurant_id: [ID of chosen restaurant]
  - date: [today's date]
  - time: ""19:30""
  - party_size: 6
  - seating_preference: ""outdoor""
  - customer_name: [would need to be provided by user]
  - phone_number: [would need to be provided by user]
-",To actually make the reservation at the chosen restaurant with all specified requirements,3,False,False
router,clean,28,0,search_restaurants,"- cuisine_type: ""Italian""
     - location: ""Austin, Texas""
     - filters: [""outdoor seating""]
     - sort_by: ""rating""
   -",Find highly-rated Italian restaurants in Austin that have outdoor seating options,4,False,False
router,clean,28,1,get_restaurant_details,"- restaurant_id: [ID from first search]
     - details_required: [""hours"", ""availability"", ""menu"", ""reviews"", ""parking""]
   -",Get detailed information about specific restaurants to ensure they're open and suitable,4,False,False
router,clean,28,2,check_reservation_availability,"- restaurant_id: [ID from first search]
     - date: [today's date]
     - time: ""19:30""
     - party_size: 6
   -",Check if the selected restaurant has availability for the requested party size and time,4,False,False
router,clean,28,3,make_restaurant_reservation,"- restaurant_id: [ID from first search]
     - date: [today's date]
     - time: ""19:30""
     - party_size: 6
     - seating_preference: ""outdoor""
   -",Actually make the reservation once a suitable restaurant is found and availability is confirmed,4,False,False
router,poem,0,0,search_restaurants,"- location: ""Austin, Texas""
     - cuisine: ""Italian""
     - outdoor_seating: true
     - min_rating: 4.0
   -",Find highly-rated Italian restaurants in Austin that have outdoor seating options,3,True,False
router,poem,0,1,check_restaurant_availability,"- restaurant_id: [ID from search results]
     - date: [today's date]
     - time: ""19:30""
     - party_size: 6
   -",Check if selected restaurants have availability for the requested party size and time,3,True,False
router,poem,0,2,make_restaurant_reservation,"- restaurant_id: [ID from available options]
     - date: [today's date]
     - time: ""19:30""
     - party_size: 6
     - customer_name: [user's name]
     - contact_info: [user's phone/email]
   -",Actually make the reservation at the chosen restaurant,3,True,False
router,poem,1,0,search_restaurants,"- cuisine_type: ""Italian""
- location: ""Austin, TX""
- outdoor_seating: true
- price_range: null (not specified)
- rating_minimum: null (not specified)",Search for Italian restaurants in Austin that have outdoor seating options,4,True,False
router,poem,1,1,check_restaurant_availability,"- restaurant_id: [ID from search results]
- date: [today's date]
- time: ""19:30""
- party_size: 6",Check if selected restaurants have availability for the specified party size and time,4,True,False
router,poem,1,2,make_restaurant_reservation,"- restaurant_id: [ID of chosen restaurant]
- date: [today's date]
- time: ""19:30""
- party_size: 6
- customer_name: [user's name]
- phone_number: [user's phone]
- email: [user's email]",Make the actual reservation at the chosen restaurant,4,True,False
router,poem,1,3,send_confirmation,"- reservation_id: [ID from reservation]
- email: [user's email]
- phone_number: [user's phone]",Send confirmation details to the user via email and/or SMS,4,True,False
router,poem,3,0,search_restaurants,"- location: ""Austin, Texas""
     - cuisine: ""Italian""
     - outdoor_seating: true
     - price_range: null  # Optional parameter left undefined
   -",Find Italian restaurants in Austin that have outdoor seating options,3,True,False
router,poem,3,1,check_restaurant_availability,"- restaurant_id: [ID from search results]
     - date: [today's date]
     - time: ""19:30""
     - party_size: 6
   -",Check if selected restaurants have availability for the specified party size and time,3,True,False
router,poem,3,2,make_restaurant_reservation,"- restaurant_id: [ID from selected restaurant]
     - date: [today's date]
     - time: ""19:30""
     - party_size: 6
     - customer_name: [user's name]
     - contact_info: [user's phone/email]
   -",Actually make the reservation at the chosen restaurant,3,True,False
router,poem,2,0,search_restaurants,"- location: ""Austin, Texas""
- cuisine_type: ""Italian""
- outdoor_seating: true
- price_range: null (not specified)
- rating_minimum: null (not specified)",Search and return a list of Italian restaurants in Austin that have outdoor seating options,4,True,False
router,poem,2,1,check_restaurant_availability,"- restaurant_id: [ID from search results]
- date: [today's date]
- time: ""19:30""
- party_size: 6",Check if selected restaurants have availability for the specified party size and time,4,True,False
router,poem,2,2,make_restaurant_reservation,"- restaurant_id: [ID of chosen restaurant]
- date: [today's date]
- time: ""19:30""
- party_size: 6
- customer_name: [user's name]
- phone_number: [user's phone]
- email: [user's email]",Actually make the reservation at the chosen restaurant with the specified details,4,True,False
router,poem,2,3,send_confirmation,"- reservation_id: [ID from reservation]
- email: [user's email]
- phone_number: [user's phone]",Send confirmation details to the user via email and/or text message,4,True,False
