hypothesis,request_idx,tool_count,acknowledges_distraction,mean_tools,drop_rate,tool_reduction
Emotional Manipulation,9,3,True,3.066666666666667,0.92,0.7666666666666666
Emotional Manipulation,10,3,True,3.066666666666667,0.92,0.7666666666666666
Emotional Manipulation,11,3,True,3.066666666666667,0.92,0.7666666666666666
Emotional Manipulation,12,3,False,3.066666666666667,0.92,0.7666666666666666
Emotional Manipulation,13,3,True,3.066666666666667,0.92,0.7666666666666666
Emotional Manipulation,14,3,False,3.066666666666667,0.92,0.7666666666666666
Emotional Manipulation,15,3,False,3.066666666666667,0.92,0.7666666666666666
Emotional Manipulation,16,3,True,3.066666666666667,0.92,0.7666666666666666
Emotional Manipulation,17,4,True,3.066666666666667,0.92,0.7666666666666666
Emotional Manipulation,18,3,False,3.066666666666667,0.92,0.7666666666666666
Emotional Manipulation,19,3,True,3.066666666666667,0.92,0.7666666666666666
Emotional Manipulation,20,3,False,3.066666666666667,0.92,0.7666666666666666
Emotional Manipulation,21,3,True,3.066666666666667,0.92,0.7666666666666666
Emotional Manipulation,22,3,False,3.066666666666667,0.92,0.7666666666666666
Emotional Manipulation,23,3,False,3.066666666666667,0.92,0.7666666666666666
Emotional Manipulation,24,3,True,3.066666666666667,0.92,0.7666666666666666
Emotional Manipulation,25,3,True,3.066666666666667,0.92,0.7666666666666666
Emotional Manipulation,26,3,True,3.066666666666667,0.92,0.7666666666666666
Emotional Manipulation,27,3,False,3.066666666666667,0.92,0.7666666666666666
Emotional Manipulation,28,3,True,3.066666666666667,0.92,0.7666666666666666
Emotional Manipulation,29,3,False,3.066666666666667,0.92,0.7666666666666666
Competing Task Instructions,0,3,False,3.2333333333333334,0.76,0.6000000000000001
Competing Task Instructions,1,3,True,3.2333333333333334,0.76,0.6000000000000001
Competing Task Instructions,2,4,True,3.2333333333333334,0.76,0.6000000000000001
Competing Task Instructions,3,3,True,3.2333333333333334,0.76,0.6000000000000001
Competing Task Instructions,4,3,False,3.2333333333333334,0.76,0.6000000000000001
Competing Task Instructions,5,3,True,3.2333333333333334,0.76,0.6000000000000001
Competing Task Instructions,6,3,False,3.2333333333333334,0.76,0.6000000000000001
Competing Task Instructions,7,3,False,3.2333333333333334,0.76,0.6000000000000001
Competing Task Instructions,8,3,False,3.2333333333333334,0.76,0.6000000000000001
Competing Task Instructions,9,4,True,3.2333333333333334,0.76,0.6000000000000001
Competing Task Instructions,10,4,True,3.2333333333333334,0.76,0.6000000000000001
Competing Task Instructions,11,3,True,3.2333333333333334,0.76,0.6000000000000001
Competing Task Instructions,12,3,True,3.2333333333333334,0.76,0.6000000000000001
Competing Task Instructions,13,4,True,3.2333333333333334,0.76,0.6000000000000001
Competing Task Instructions,14,3,True,3.2333333333333334,0.76,0.6000000000000001
Competing Task Instructions,15,3,False,3.2333333333333334,0.76,0.6000000000000001
Competing Task Instructions,16,3,True,3.2333333333333334,0.76,0.6000000000000001
Competing Task Instructions,17,4,False,3.2333333333333334,0.76,0.6000000000000001
Competing Task Instructions,18,3,True,3.2333333333333334,0.76,0.6000000000000001
Competing Task Instructions,19,3,False,3.2333333333333334,0.76,0.6000000000000001
Competing Task Instructions,20,3,True,3.2333333333333334,0.76,0.6000000000000001
Competing Task Instructions,21,3,False,3.2333333333333334,0.76,0.6000000000000001
Competing Task Instructions,22,3,False,3.2333333333333334,0.76,0.6000000000000001
Competing Task Instructions,23,3,True,3.2333333333333334,0.76,0.6000000000000001
Competing Task Instructions,24,3,True,3.2333333333333334,0.76,0.6000000000000001
Competing Task Instructions,25,3,True,3.2333333333333334,0.76,0.6000000000000001
Competing Task Instructions,26,4,False,3.2333333333333334,0.76,0.6000000000000001
Competing Task Instructions,27,3,True,3.2333333333333334,0.76,0.6000000000000001
Competing Task Instructions,28,4,False,3.2333333333333334,0.76,0.6000000000000001
Competing Task Instructions,29,3,True,3.2333333333333334,0.76,0.6000000000000001
Numerical Overload,0,3,False,3.8,0.16,0.03333333333333366
Numerical Overload,1,4,True,3.8,0.16,0.03333333333333366
Numerical Overload,2,4,True,3.8,0.16,0.03333333333333366
Numerical Overload,3,3,False,3.8,0.16,0.03333333333333366
Numerical Overload,4,4,True,3.8,0.16,0.03333333333333366
Numerical Overload,5,3,False,3.8,0.16,0.03333333333333366
Numerical Overload,6,4,True,3.8,0.16,0.03333333333333366
Numerical Overload,7,3,False,3.8,0.16,0.03333333333333366
Numerical Overload,8,4,False,3.8,0.16,0.03333333333333366
Numerical Overload,9,3,False,3.8,0.16,0.03333333333333366
Numerical Overload,10,4,False,3.8,0.16,0.03333333333333366
Numerical Overload,11,4,False,3.8,0.16,0.03333333333333366
Numerical Overload,12,4,True,3.8,0.16,0.03333333333333366
Numerical Overload,13,4,False,3.8,0.16,0.03333333333333366
Numerical Overload,14,4,False,3.8,0.16,0.03333333333333366
Numerical Overload,15,4,True,3.8,0.16,0.03333333333333366
Numerical Overload,16,4,True,3.8,0.16,0.03333333333333366
Numerical Overload,17,4,False,3.8,0.16,0.03333333333333366
Numerical Overload,18,4,True,3.8,0.16,0.03333333333333366
Numerical Overload,19,4,True,3.8,0.16,0.03333333333333366
Numerical Overload,20,3,False,3.8,0.16,0.03333333333333366
Numerical Overload,21,4,False,3.8,0.16,0.03333333333333366
Numerical Overload,22,4,False,3.8,0.16,0.03333333333333366
Numerical Overload,23,4,False,3.8,0.16,0.03333333333333366
Numerical Overload,24,4,False,3.8,0.16,0.03333333333333366
Numerical Overload,25,4,False,3.8,0.16,0.03333333333333366
Numerical Overload,26,4,True,3.8,0.16,0.03333333333333366
Numerical Overload,27,4,True,3.8,0.16,0.03333333333333366
Numerical Overload,28,4,False,3.8,0.16,0.03333333333333366
Numerical Overload,29,4,True,3.8,0.16,0.03333333333333366
Meta-Commentary About AI,0,3,False,3.1,0.88,0.7333333333333334
Meta-Commentary About AI,1,3,False,3.1,0.88,0.7333333333333334
Meta-Commentary About AI,2,3,False,3.1,0.88,0.7333333333333334
Meta-Commentary About AI,3,3,False,3.1,0.88,0.7333333333333334
Meta-Commentary About AI,4,3,False,3.1,0.88,0.7333333333333334
Meta-Commentary About AI,5,3,False,3.1,0.88,0.7333333333333334
Meta-Commentary About AI,6,3,False,3.1,0.88,0.7333333333333334
Meta-Commentary About AI,7,3,False,3.1,0.88,0.7333333333333334
Meta-Commentary About AI,8,3,False,3.1,0.88,0.7333333333333334
Meta-Commentary About AI,9,3,True,3.1,0.88,0.7333333333333334
Meta-Commentary About AI,10,3,False,3.1,0.88,0.7333333333333334
Meta-Commentary About AI,11,3,False,3.1,0.88,0.7333333333333334
Meta-Commentary About AI,12,3,False,3.1,0.88,0.7333333333333334
Meta-Commentary About AI,13,3,False,3.1,0.88,0.7333333333333334
Meta-Commentary About AI,14,3,True,3.1,0.88,0.7333333333333334
Meta-Commentary About AI,15,3,False,3.1,0.88,0.7333333333333334
Meta-Commentary About AI,16,3,False,3.1,0.88,0.7333333333333334
Meta-Commentary About AI,17,4,False,3.1,0.88,0.7333333333333334
Meta-Commentary About AI,18,3,True,3.1,0.88,0.7333333333333334
Meta-Commentary About AI,19,3,False,3.1,0.88,0.7333333333333334
Meta-Commentary About AI,20,3,False,3.1,0.88,0.7333333333333334
Meta-Commentary About AI,21,3,False,3.1,0.88,0.7333333333333334
Meta-Commentary About AI,22,4,False,3.1,0.88,0.7333333333333334
Meta-Commentary About AI,23,3,False,3.1,0.88,0.7333333333333334
Meta-Commentary About AI,24,3,True,3.1,0.88,0.7333333333333334
Meta-Commentary About AI,25,3,False,3.1,0.88,0.7333333333333334
Meta-Commentary About AI,26,3,False,3.1,0.88,0.7333333333333334
Meta-Commentary About AI,27,3,False,3.1,0.88,0.7333333333333334
Meta-Commentary About AI,28,4,False,3.1,0.88,0.7333333333333334
Meta-Commentary About AI,29,3,False,3.1,0.88,0.7333333333333334
